address,amenities,bathrooms,city,cleaning_fee_native,description,host_id,host_name,lat,listing_id,lng,min_nights,monthly_price_factor,name,price,property_type,reviewee_count,space,summary,ts
"San Jose, CA, United States","[TV, Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Gym, Elevator, Free street parking, Hot tub, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Hot water, Long term stays allowed, Paid parking on premises]",1.0,San Jose,99,"The Urban Flat experience was designed for modern business and leisure travelers seeking an alternative to traditional accommodations, where one may enjoy the comforts of a home, without the confinements of a hotel. Welcome Home.

Type: 1BR - Urban Flat
Location: San Jose, CA 
Flat Features: Fully-Equipped Kitchen + TV + Cable + WiFi + Washer & Dryer  
Building Amenities: Pool + Spa + Fitness Center + Parking Available
Neighborhood Walk Score: 8 
Travel Time to SJC: 10
Travel Time to SFO: 40
Travel Time to San Francisco: 50
*Flat Features*
-Fully-Equipped Kitchen
-In-Flat Washer + Dryer
-High-Speed WiFi
-HDTV + Cable + Bluetooth Sound System
-Workspace Equipped
-Parking Available @ $5/day
-1 Queen Bed + 1 Queen Air-Mattress
→ Additional Bedding Included
-Fresh Towels, Linens, & Essentials
-Iron, Coffee Machine, Hair Dryer

*Property Features*
-Guest Pool & Spa
-Multiple BBQ Grills
-Fitness Center
-Business Center
-Common Areas
-24/7 Security

Guests of Urban Flat will have access to all building amenities. 
-Pool
-Spa
-Fitness Center
-Business Center
-Fire pits
-Cabanas

We're available 24/7 via Text | Email | Emergency Phone Line
-Your Flat however, is 100% private and belongs to you while our guest.

*Area Highlights*
-Located in the Heart of the Silicon Valley
-Convenient Transport Links (Freeway + Caltrain)
-To SJC: Est. 10 Minutes
-To SFO: Est. 40 Minutes 
-To San Francisco, CA: Est. 50 Minutes
-Walkable + Safe Neighborhood
-Restaurants, Markets, Bars, Shopping - > 5 Minutes

This Flat Location is Uber/Lyft Accessible & Close to Major Transport Links

- Stays of 30+ days cannot be booked more than 1-year in advance
- Short-term stays are subject to a 30-day booking window in most cases
- Flat may vary slightly in floorplan, furnishings, or view
- No Onsite Luggage Storage
- No Filming or Commercial Photo-shoots without written consent 
- Self Check-in Process

*The Urban Flat Advantage*
-Streamlined Self-Check-in Process
-24/7 Guest Support
-On-Demand Cleaning Available @ $79/per
-100% Private Apartment

*What’s Next*
Submit a Booking Request → We’ll Accept & Confirm → Self-Check-In Instructions Sent via Text & Email 24-hours Prior to Arrival → Use Instructions to Access your Urban Flat → Welcome Home.",2917744,Urban Flat,37.403942488,8501680,-121.932782362,5,,Tech+Biz 1BR Urban Flat in the Silicon Valley @SJ,259,Apartment,2331,"Type: 1BR - Urban Flat
Location: San Jose, CA 
Flat Features: Fully-Equipped Kitchen + TV + Cable + WiFi + Washer & Dryer  
Building Amenities: Pool + Spa + Fitness Center + Parking Available
Neighborhood Walk Score: 8 
Travel Time to SJC: 10
Travel Time to SFO: 40
Travel Time to San Francisco: 50
*Flat Features*
-Fully-Equipped Kitchen
-In-Flat Washer + Dryer
-High-Speed WiFi
-HDTV + Cable + Bluetooth Sound System
-Workspace Equipped
-Parking Available @ $5/day
-1 Queen Bed + 1 Queen Air-Mattress
→ Additional Bedding Included
-Fresh Towels, Linens, & Essentials
-Iron, Coffee Machine, Hair Dryer

*Property Features*
-Guest Pool & Spa
-Multiple BBQ Grills
-Fitness Center
-Business Center
-Common Areas
-24/7 Security","The Urban Flat experience was designed for modern business and leisure travelers seeking an alternative to traditional accommodations, where one may enjoy the comforts of a home, without the confinements of a hotel. Welcome Home.",2018-08-24 23:14:05.215936
"San Diego, CA, United States","[TV, Cable TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Free street parking, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Long term stays allowed]",2.0,San Diego,148,"At this Sonder, you'll love the chic decor, airy living area, and complimentary parking space. This apartment is in North Park, one of San Diego's trendiest neighborhoods, and has a variety of restaurants and grocery stores nearby.

Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay.

Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay.

There's plenty to offer within walking distance. Try Urban Solace or Ray's Mexican Restaurant for some of San Diego's best dining. For shopping, head to University Avenue. To explore the rest of the city, grab the Metro just 4-5 blocks away. 

North Park has been named one of America's best hippest neighborhoods by Forbes, and it's easy to see why. The area offers a diverse array of restaurants, cafes, microbreweries, and boutiques, not to mention the vibrant farmer's market and the Ray Street Arts District, which is full of local galleries and studios.

This Sonder comes with one private parking space. There are also city bus lines nearby, as well as paid and free street parking, but please be mindful of street signs.",12243051,Sonder,32.7538184661,23546141,-117.131387071,2,,Contemporary 2BR in North Park by Sonder,119,Apartment,19807,"Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay.","At this Sonder, you'll love the chic decor, airy living area, and complimentary parking space. This apartment is in North Park, one of San Diego's trendiest neighborhoods, and has a variety of restaurants and grocery stores nearby.",2018-08-24 23:14:05.215936
"San Mateo, CA, United States","[TV, Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Gym, Elevator, Free street parking, Hot tub, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Bathtub, Hot water, Long term stays allowed, Paid parking on premises]",1.0,San Mateo,99,"The Urban Flat experience was designed for modern business and leisure travelers seeking an alternative to traditional accommodations, where one may enjoy the comforts of a home, without the confinements of a hotel. Welcome Home.

Type: Studio - Urban Flat
Location: Redwood City, CA 
Flat Features: Fully-Equipped Kitchen + TV + Cable + WiFi + Washer & Dryer  
Building Amenities: Pool + Spa + Fitness Center + Parking Available
Neighborhood Walk Score: 8 
Travel Time to SFO: 15
Travel Time to SJC: 25
Travel Time to San Francisco: 30
*Flat Features*
-Fully-Equipped Kitchen
-In-Flat Washer + Dryer
-High-Speed WiFi
-HDTV + Cable + Bluetooth Sound System
-Workspace Equipped
-Parking Available @ $5/day
-1 Queen Bed + 1 Queen Air-Mattress
→ Additional Bedding Included
-Fresh Towels, Linens, & Essentials
-Iron, Coffee Machine, Hair Dryer

*Property Features*
-Guest Pool & Spa
-Multiple BBQ Grills
-Fitness Center
-Business Center
-Common Areas
-24/7 Security

Guests of Urban Flat will have access to all building amenities. 
-Pool
-Spa
-Fitness Center
-Business Center
-Fire Pits
-Cabanas

We're available 24/7 via Text | Email | Emergency Phone Line
-Your Flat however, is 100% private and belongs to you while our guest.

*Area Highlights*
-Located in the Heart of the Silicon Valley
-Convenient Transport Links (Freeway + Caltrain)
-To SFO: Est. 10 Minutes
-To SJC: Est. 35 Minutes 
-To San Francisco, CA: Est. 15 Minutes
-Walkable + Safe Neighborhood
-Restaurants, Markets, Bars, Shopping - > 5 Minutes

This Flat Location is Uber/Lyft Accessible & Close to Major Transport Links

- Stays of 30+ days cannot be booked more than 1-year in advance
- Short-term stays are subject to a 30-day booking window in most cases
- Flat may vary slightly in floorplan, furnishings, or view
- No Onsite Luggage Storage
- No Filming or Commercial Photo-shoots without written consent 
- Self Check-in Process

*The Urban Flat Advantage*
-Streamlined Self-Check-in Process
-24/7 Guest Support
-On-Demand Cleaning Available @ $79/per
-100% Private Apartment

*What’s Next*
Submit a Booking Request → We’ll Accept & Confirm → Self-Check-In Instructions Sent via Text & Email 24-hours Prior to Arrival → Use Instructions to Access your Urban Flat → Welcome Home.",2917744,Urban Flat,37.5497889824,9317060,-122.312836302,5,,Studio Urban Flat with WiFi & Parking - @San Mateo,179,Apartment,2331,"Type: Studio - Urban Flat
Location: Redwood City, CA 
Flat Features: Fully-Equipped Kitchen + TV + Cable + WiFi + Washer & Dryer  
Building Amenities: Pool + Spa + Fitness Center + Parking Available
Neighborhood Walk Score: 8 
Travel Time to SFO: 15
Travel Time to SJC: 25
Travel Time to San Francisco: 30
*Flat Features*
-Fully-Equipped Kitchen
-In-Flat Washer + Dryer
-High-Speed WiFi
-HDTV + Cable + Bluetooth Sound System
-Workspace Equipped
-Parking Available @ $5/day
-1 Queen Bed + 1 Queen Air-Mattress
→ Additional Bedding Included
-Fresh Towels, Linens, & Essentials
-Iron, Coffee Machine, Hair Dryer

*Property Features*
-Guest Pool & Spa
-Multiple BBQ Grills
-Fitness Center
-Business Center
-Common Areas
-24/7 Security","The Urban Flat experience was designed for modern business and leisure travelers seeking an alternative to traditional accommodations, where one may enjoy the comforts of a home, without the confinements of a hotel. Welcome Home.",2018-08-24 23:14:05.215936
"Menlo Park, CA, United States","[TV, Internet, Wifi, Kitchen, Free parking on premises, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Smart lock]",1.0,Menlo Park,140,"This cottage in Menlo Park sits cozily nestled among shade trees, a studio apartment with approximately 400 square feet of living space. This fully furnished rental includes a full bathroom, ample storage, and high-speed internet access. It's conveniently situated minutes from shopping, places to eat, and is just one block from Middlefield Road.

Enjoy a stay with Zeus! We have 400+ reviews (see below).

When you stay in a Zeus property you will be met with top notch amenities including premium mattresses and bedding, E&O organic bath products, towels, a fully equipped kitchen, super-fast wifi, and cable TV. Our staff is on call should anything come up that needs our attention or that can make your stay more enjoyable.

• There is no oven in the kitchen.
• The refrigerator is a mini-fridge.",48005494,Zeus,37.4717592863,15083984,-122.198333249,30,,Cottage close to Stanford,69,Guesthouse,437,"When you stay in a Zeus property you will be met with top notch amenities including premium mattresses and bedding, E&O organic bath products, towels, a fully equipped kitchen, super-fast wifi, and cable TV. Our staff is on call should anything come up that needs our attention or that can make your stay more enjoyable.","This cottage in Menlo Park sits cozily nestled among shade trees, a studio apartment with approximately 400 square feet of living space. This fully furnished rental includes a full bathroom, ample storage, and high-speed internet access. It's conveniently situated minutes from shopping, places to eat, and is just one block from Middlefield Road.

Enjoy a stay with Zeus! We have 400+ reviews (see below).",2018-08-24 23:14:05.215936
"Los Angeles, CA, United States","[TV, Cable TV, Wifi, Air conditioning, Kitchen, Free street parking, Heating, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Private living room, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Long term stays allowed]",1.0,Los Angeles,106,"At this Sonder, you'll love the fresh and colorful decor, fully-equipped kitchen, and beautiful wood flooring. Primely located off of Abbott Kinney, in Venice Beach, you have hip bars, restaurants and indie shopping at your doorstep.

Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay.

Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay.

Take a walk around your palm-lined neighborhood with its colorful and eclectic architecture on your walk to Lemonade, a bistro with several varieties of the eponymous drink on their menu. Walk a little farther afield and find yourself at the famed Venice Beach Boardwalk with its carnival atmosphere sure to stimulate your senses. 

Venice Beach is LA's trendiest neighborhood, period. Enjoy iconic LA experiences, including Muscle Beach, surfing, shopping, and people watching. Its main street, Abbot Kinney Blvd., has been described as ""the coolest block in America"" by GQ.

Catch the R3/3 buses to the Santa Monica rail station for public transit access across LA, or enjoy free street parking in front of the apartment (with small exceptions due to street sweeping; details upon request)

This Sonder doesn't have laundry facilities. If you'd like we can arrange for your laundry to be picked up anytime.",12243051,Sonder,33.9900353344,14448447,-118.468139864,2,,Airy Studio in Venice Beach by Sonder,179,Apartment,19807,"Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay.","At this Sonder, you'll love the fresh and colorful decor, fully-equipped kitchen, and beautiful wood flooring. Primely located off of Abbott Kinney, in Venice Beach, you have hip bars, restaurants and indie shopping at your doorstep.",2018-08-24 23:14:05.215936
"San Jose, CA, United States","[TV, Cable TV, Wifi, Air conditioning, Pool, Kitchen, Gym, Elevator, Free street parking, Hot tub, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Hot water, Long term stays allowed, Paid parking on premises]",1.0,San Jose,99,"The Urban Flat experience was designed for modern business and leisure travelers seeking an alternative to traditional accommodations, where one may enjoy the comforts of a home, without the confinements of a hotel. Welcome Home.

Type: Studio - Urban Flat
Location: San Jose, CA 
Flat Features: Fully-Equipped Kitchen + TV + Cable + WiFi + Washer & Dryer  
Building Amenities: Pool + Spa + Fitness Center + Parking Available
Neighborhood Walk Score: 8 
Travel Time to SJC: 10
Travel Time to SFO: 40
Travel Time to San Francisco: 50

*Flat Features*
-Fully-Equipped Kitchen
-In-Flat Washer + Dryer
-High-Speed WiFi
-HDTV + Cable + Bluetooth Sound System
-Workspace Equipped
-Parking Available @ $5/day
-1 Queen Bed + 1 Queen Air-Mattress
→ Additional Bedding Included
-Fresh Towels, Linens, & Essentials
-Iron, Coffee Machine, Hair Dryer

*Property Features*
-Guest Pool & Spa
-Multiple BBQ Grills
-Fitness Center
-Business Center
-Common Areas
-24/7 Security

Guests of Urban Flat will have access to all building amenities. 
-Pool
-Spa
-Fitness Center
-Business Center
-Fire Pits
-Lounge

We're available 24/7 via Text | Email | Emergency Phone Line
-Your Flat however, is 100% private and belongs to you while our guest.

*Area Highlights*
-Located in the Heart of the Silicon Valley
-Convenient Transport Links (Freeway + Caltrain)
-To SJC: Est. 10 Minutes
-To SFO: Est. 40 Minutes 
-To San Francisco, CA: Est. 50 Minutes
-Walkable + Safe Neighborhood
-Restaurants, Markets, Bars, Shopping - > 5 Minutes

This Flat Location is Uber/Lyft Accessible & Close to Major Transport Links

- Stays of 30+ days cannot be booked more than 1-year in advance
- Short-term stays are subject to a 30-day booking window in most cases
- Flat may vary slightly in floorplan, furnishings, or view
- No Onsite Luggage Storage
- No Filming or Commercial Photo-shoots without written consent 
- Self Check-in Process

*The Urban Flat Advantage*
-Streamlined Self-Check-in Process
-24/7 Guest Support
-On-Demand Cleaning Available @ $79/per
-100% Private Apartment

*What’s Next*
Submit a Booking Request → We’ll Accept & Confirm → Self-Check-In Instructions Sent via Text & Email 24-hours Prior to Arrival → Use Instructions to Access your Urban Flat → Welcome Home.",2917744,Urban Flat,37.4057862092,23232956,-121.93142289,5,,Private Studio Urban Flat in San Jose by Cisco HQ,172,Apartment,2331,"Type: Studio - Urban Flat
Location: San Jose, CA 
Flat Features: Fully-Equipped Kitchen + TV + Cable + WiFi + Washer & Dryer  
Building Amenities: Pool + Spa + Fitness Center + Parking Available
Neighborhood Walk Score: 8 
Travel Time to SJC: 10
Travel Time to SFO: 40
Travel Time to San Francisco: 50

*Flat Features*
-Fully-Equipped Kitchen
-In-Flat Washer + Dryer
-High-Speed WiFi
-HDTV + Cable + Bluetooth Sound System
-Workspace Equipped
-Parking Available @ $5/day
-1 Queen Bed + 1 Queen Air-Mattress
→ Additional Bedding Included
-Fresh Towels, Linens, & Essentials
-Iron, Coffee Machine, Hair Dryer

*Property Features*
-Guest Pool & Spa
-Multiple BBQ Grills
-Fitness Center
-Business Center
-Common Areas
-24/7 Security","The Urban Flat experience was designed for modern business and leisure travelers seeking an alternative to traditional accommodations, where one may enjoy the comforts of a home, without the confinements of a hotel. Welcome Home.",2018-08-24 23:14:05.215936
"San Francisco, CA, United States","[TV, Internet, Wifi, Kitchen, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace]",1.0,San Francisco,190,"Nestled in lovely Nob Hill, this 2 bedroom provides the perfect launching pad for discovering the great views, restaurants, and activities SF has to offer. Chill and watch the dogs run through Huntington Park, have a glass of wine at the iconic Top of the Mark, enjoy some pasta at the cozy Nob Hill Cafe, and wander through Chinatown and grab a fresh fortune cookie from the Golden Gate Fortune Cookie Factory. At the end of the day,...

Enjoy a stay with Zeus! We have 400+ reviews (see below).

Nestled in lovely Nob Hill, this 2 bedroom provides the perfect launching pad for discovering the great views, restaurants, and activities SF has to offer. Chill and watch the dogs run through Huntington Park, have a glass of wine at the iconic Top of the Mark, enjoy some pasta at the cozy Nob Hill Cafe, and wander through Chinatown and grab a fresh fortune cookie from the Golden Gate Fortune Cookie Factory. At the end of the day, your launch pad will be the perfect place to kick up your heels and relax!

• Can occasionally hear neighbors.",48005494,Zeus,37.7952670089,22504534,-122.410838782,30,,Lovely 2BR Apartment in San Francisco,180,Apartment,437,"Nestled in lovely Nob Hill, this 2 bedroom provides the perfect launching pad for discovering the great views, restaurants, and activities SF has to offer. Chill and watch the dogs run through Huntington Park, have a glass of wine at the iconic Top of the Mark, enjoy some pasta at the cozy Nob Hill Cafe, and wander through Chinatown and grab a fresh fortune cookie from the Golden Gate Fortune Cookie Factory. At the end of the day, your launch pad will be the perfect place to kick up your heels and relax!","Nestled in lovely Nob Hill, this 2 bedroom provides the perfect launching pad for discovering the great views, restaurants, and activities SF has to offer. Chill and watch the dogs run through Huntington Park, have a glass of wine at the iconic Top of the Mark, enjoy some pasta at the cozy Nob Hill Cafe, and wander through Chinatown and grab a fresh fortune cookie from the Golden Gate Fortune Cookie Factory. At the end of the day,...

Enjoy a stay with Zeus! We have 400+ reviews (see below).",2018-08-24 23:14:05.215936
"San Diego, CA, United States","[TV, Cable TV, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Paid parking off premises, Gym, Elevator, Free street parking, Hot tub, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Patio or balcony, Long term stays allowed]",2.0,San Diego,148,"At this Sonder, you'll love the airy living space, private balcony, and beautiful fully-equipped kitchen. Located in Mission Valley, known for it's wonderful restaurants and shopping, you're a quick walk away from the San Diego River and everything the city has to offer.

Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay.

Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay.

There's plenty to offer within walking distance. Try Lazy Dog Restaurant & Bar or Mimi's Cafe for some of San Diego's best dining. For shopping, head to Seaport Village and check out the shops along the waterfront. To explore the rest of the city, head to the Fashion Valley Transit Center just a few blocks away.

Sitting along the San Diego River, Mission Valley provides quick and easy access to Downtown, the International Airport, SeaWorld, and the Zoo. Spend the day at Fashion Valley Mall, one of the largest shopping centers in California with delicious nearby restaurants, or cruise down to the beach and take a dip in the salty waves. If you're looking for entertainment, take a trolley through Old Town and visit the most haunted house in America. This centrally located neighborhood has activities for everyone, attracting visitors and locals alike.

This Sonder comes with a private parking place.",12243051,Sonder,32.7669678108,26056411,-117.158051313,2,,Elegant 2BR in Mission Valley by Sonder,1599,Apartment,19807,"Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay.","At this Sonder, you'll love the airy living space, private balcony, and beautiful fully-equipped kitchen. Located in Mission Valley, known for it's wonderful restaurants and shopping, you're a quick walk away from the San Diego River and everything the city has to offer.",2018-08-24 23:14:05.215936
"New York City, NY, United States","[TV, Cable TV, Wifi, Air conditioning, Pool, Kitchen, Pets allowed, Gym, Elevator, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private living room, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Long term stays allowed, Host greets you]",1.0,New York City,120,"When you stay at a Sonder, you get all the local color of a neighborhood with none of the inconsistencies. Every home is equipped with crisp linens, high-speed Wi-Fi, cable TV, a full kitchen, and bath essentials—everything you need for an exceptional stay. Our services include monthly cleanings and a 24/7 concierge.

Every booking is instantly confirmed. Every call or message is answered within minutes.
Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath
essentials—everything you need for an exceptional stay.

Sonder will meet you at the property to help you with your luggage, provide you a tour, and check you into your Sonder stay comfortably. Don’t hesitate to contact our 24/7 concierge line should you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay!

There's plenty to offer within walking distance. Try out The Bailey Pub and Brasserie or The Trading Post for some of NYC's best dining. Check out some major city attractions like the World Trade Center or One World Observatory. To explore the rest of the city, head to the Fulton Street Subway Station just a few blocks away.

In Lower Manhattan, the Financial District is one of New York City's most recognizable neighborhoods. Home to Wall Street and stunning high-rises, the city has seen some of the country's greatest accomplishments, although it's not all business. FiDi's residential life has grown rapidly, and there's plenty to explore in this bustling and historic area.

Drivers can find paid parking garages in the area.

The pool is available to guests for an additional fee, and must be scheduled in advance.

Pets are allowed in this building for an additional fee.

This apartment is available with flexible lease terms starting at a minimum of 30 nights or more. If this property isn't available for your dates, don't worry! Contact us to see what other Sonders are available for your stay.",12243051,Sonder,40.708045875,23713405,-74.0058117655,30,1.0,Luxurious 1BR in FiDi by Sonder,192,Apartment,19807,"Every booking is instantly confirmed. Every call or message is answered within minutes.
Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath
essentials—everything you need for an exceptional stay.","When you stay at a Sonder, you get all the local color of a neighborhood with none of the inconsistencies. Every home is equipped with crisp linens, high-speed Wi-Fi, cable TV, a full kitchen, and bath essentials—everything you need for an exceptional stay. Our services include monthly cleanings and a 24/7 concierge.",2018-08-24 23:14:05.215936
"New York, NY, United States","[TV, Cable TV, Wifi, Air conditioning, Pool, Kitchen, Paid parking off premises, Pets allowed, Gym, Elevator, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Patio or balcony, Long term stays allowed]",1.0,New York,122,"At this Sonder, you'll love the open-concept living area, chic decor, and rooftop with amazing views of the city. Located in the Financial District of New York with rooftop views of the Brooklyn Bridge, you're minutes away from the Stock Exchange.

When you stay at a Sonder, you get all the local color of a neighborhood with none of the inconsistencies. Every home is equipped with crisp linens, high-speed Wi-Fi, cable TV, a full kitchen, and bath essentials—everything you need for an exceptional stay. Our services include monthly cleanings and a 24/7 concierge.

Sonder will meet you at the property to help you with your luggage, provide you a tour, and check you into your Sonder stay comfortably. Don’t hesitate to contact our 24/7 concierge line should you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay!

There's plenty to offer within walking distance. Try out The Bailey Pub and Brasserie or The Trading Post for some of NYC's best dining. Check out some major city attractions like the World Trade Center or One World Observatory. To explore the rest of the city, head to the Fulton Street Subway Station just a few blocks away.

In Lower Manhattan, the Financial District is one of New York City's most recognizable neighborhoods. Home to Wall Street and stunning high-rises, the city has seen some of the country's greatest accomplishments, although it's not all business. FiDi's residential life has grown rapidly, and there's plenty to explore in this bustling and historic area.

Drivers can find paid parking options nearby, but please be mindful of street signs.

This apartment is available with flexible lease terms starting at a minimum of 30 nights or more. If this property isn't available for your dates, don't worry! Contact us to see what other Sonders are available for your stay.

The pool is available to guests for an additional fee, and must be scheduled in advance.

Pets are allowed in this building for an additional fee.",12243051,Sonder,40.7074079832,23764791,-74.0065636249,30,,Beautiful 1BR in FiDi by Sonder,250,Apartment,19807,"When you stay at a Sonder, you get all the local color of a neighborhood with none of the inconsistencies. Every home is equipped with crisp linens, high-speed Wi-Fi, cable TV, a full kitchen, and bath essentials—everything you need for an exceptional stay. Our services include monthly cleanings and a 24/7 concierge.","At this Sonder, you'll love the open-concept living area, chic decor, and rooftop with amazing views of the city. Located in the Financial District of New York with rooftop views of the Brooklyn Bridge, you're minutes away from the Stock Exchange.",2018-08-24 23:14:05.215936
"San Francisco, CA, United States","[TV, Cable TV, Wifi, Kitchen, Gym, Elevator, Free street parking, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Keypad, Private living room, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Long term stays allowed, Paid parking on premises]",1.0,San Francisco,101,"When you stay at a Sonder, you get all the local color of a neighborhood with none of the inconsistencies. Every home is equipped with crisp linens, high-speed Wi-Fi, cable TV, a full kitchen, and bath essentials—everything you need for an exceptional stay. Our services include monthly cleanings and a 24/7 concierge.

Every booking is instantly confirmed. Every call or message is answered within minutes.
Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath
essentials—everything you need for an exceptional stay.

Sonder will meet you at the property to help you with your luggage, provide you a tour, and check you into your Sonder stay comfortably. Don’t hesitate to contact our 24/7 concierge line should you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay!

There’s plenty to offer within walking distance. Try out Pläj Restaurant or 1601 Bar & Kitchen for some of San Francisco's best dining. For shopping, head to Westfield San Francisco Centre on Market Street. To explore the rest of the city, head to the Civic Center Metro Station.

SoMA, or South of Market, is a fast growing centrally located neighborhood filled with brand new high-rises with a vibrant nightlife. It is the home to many of the city's museums, the headquarters of several major software and Internet companies, and the Moscone Conference Center.

Parking is available upon request for an additional fee.

This Sonder does not have air conditioning, but we can provide fans for each of the rooms that you can use during your stay. 

This apartment is available with flexible lease terms starting at a minimum of 30 nights or more. If this property isn't available for your dates, don't worry! Contact us to see what other Sonders are available for your stay.",12243051,Sonder,37.7778678531,18787789,-122.413293629,30,,Contemporary 1BR in SoMA by Sonder,147,Apartment,19807,"Every booking is instantly confirmed. Every call or message is answered within minutes.
Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath
essentials—everything you need for an exceptional stay.","When you stay at a Sonder, you get all the local color of a neighborhood with none of the inconsistencies. Every home is equipped with crisp linens, high-speed Wi-Fi, cable TV, a full kitchen, and bath essentials—everything you need for an exceptional stay. Our services include monthly cleanings and a 24/7 concierge.",2018-08-24 23:14:05.215936
